,GEOCODIGO,REGION,NOM_REGION,PROVINCIA,NOM_PROVIN,COMUNA,NOM_COMUNA,URBANO,DISTRITO,LOC_ZON,SHAPE_Leng,SHAPE_Area,area_m2,area_km2,lon,lat,Cantidad_Shops,Vel_promedio,demanda1,customer1,demanda2,customer2,demanda3,customer3,demanda4,customer4,demanda5,customer5
310,13107011004,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13107,HUECHURABA,HUECHURABA,1,4,0.03290201071,5.267857e-05,544045.561093157,0.544045561093157,-70.6872685336671,-33.3554150701178,0,21.2655197432048,136,95,174,61,127,54,183,51,214,60
311,13107011005,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13107,HUECHURABA,HUECHURABA,1,5,0.02896419214,4.85564e-05,501468.821798578,0.501468821798578,-70.6799630644531,-33.3561859887294,2,9.06042329350055,105,73,104,65,115,62,106,61,123,50
312,13107011006,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13107,HUECHURABA,HUECHURABA,1,6,0.05953510748,0.00014073964,1453402.37114599,1.45340237114599,-70.6750399120782,-33.3618013637321,6,22.1944981136708,139,101,175,54,124,50,124,51,224,67
313,13107011007,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13107,HUECHURABA,HUECHURABA,1,7,0.05512756469,8.469398e-05,874741.833108551,0.874741833108551,-70.6807088339193,-33.3501835235425,1,18.9320815206787,101,74,168,68,102,79,160,62,134,64
314,13107011008,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13107,HUECHURABA,HUECHURABA,1,8,0.09831947274,0.0002282886,2357758.36621943,2.35775836621943,-70.663248865254,-33.3526545372015,0,21.533630126347,107,67,120,115,126,62,142,52,128,66
315,13107011009,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13107,HUECHURABA,HUECHURABA,1,9,0.02575181531,3.769075e-05,389169.204223471,0.389169204223471,-70.6416282658893,-33.3749702049425,5,11.8562481751386,119,97,140,75,101,54,150,66,100,77
316,13107011010,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13107,HUECHURABA,HUECHURABA,1,10,0.04989463964,9.125195e-05,942540.442275811,0.942540442275811,-70.6734763196582,-33.3440991416444,0,20.2260186371676,135,53,157,75,122,58,142,64,124,68
317,13107021001,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13107,HUECHURABA,HUECHURABA,2,1,0.02091518242,2.335165e-05,241151.00379045,0.24115100379045,-70.6336825541751,-33.3614017488281,1,11.648874333326,133,92,130,62,292,59,162,50,142,65
318,13107021002,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13107,HUECHURABA,HUECHURABA,2,2,0.02509291234,3.149656e-05,325249.847735571,0.325249847735571,-70.6368264259545,-33.3649045980643,0,16.9158555126411,143,73,117,54,269,75,140,54,166,54
319,13107021003,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13107,HUECHURABA,HUECHURABA,2,3,0.03302029855,5.680634e-05,586578.030042888,0.586578030042888,-70.6399866498161,-33.3699056914508,0,18.2363483384322,117,68,125,76,109,52,111,141,100,55
320,13107031001,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13107,HUECHURABA,HUECHURABA,3,1,0.02034929899,2.221736e-05,229433.559942223,0.229433559942223,-70.6294737960704,-33.3627896442603,1,10.2805972346525,172,62,137,58,122,61,120,53,158,51
321,13107031002,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13107,HUECHURABA,HUECHURABA,3,2,0.02387608015,3.012538e-05,311081.696841739,0.311081696841739,-70.6307156472439,-33.3673079760505,1,16.6076629096776,100,76,148,50,174,106,179,88,155,50
322,13107031003,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13107,HUECHURABA,HUECHURABA,3,3,0.07225454598,0.00010688166,1103573.02445408,1.10357302445408,-70.6094586310512,-33.3761312259304,0,82.6296671493953,143,69,128,60,235,62,128,65,123,52
323,13107041001,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13107,HUECHURABA,HUECHURABA,4,1,0.02045661298,2.266985e-05,234082.426282951,0.234082426282951,-70.6336113273952,-33.3716700799409,3,19.6927785582061,119,54,179,67,121,61,126,57,141,51
324,13107041002,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13107,HUECHURABA,HUECHURABA,4,2,0.02310974517,2.629134e-05,271470.852767466,0.271470852767466,-70.6296342647392,-33.3736253619371,1,14.2132839820149,156,67,202,103,116,63,111,89,117,56
325,13107041003,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13107,HUECHURABA,HUECHURABA,4,3,0.04481552621,5.013127e-05,517608.905922837,0.517608905922837,-70.6213728720751,-33.377100517926,1,21.6992044207432,120,57,511,73,108,84,119,77,112,53
326,13107051001,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13107,HUECHURABA,HUECHURABA,5,1,0.09582350924,0.00037505235,3871886.51847302,3.87188651847302,-70.6134424110874,-33.3895724151897,3,33.1457327495209,292,100,124,68,104,58,171,73,113,51
327,13107061001,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13107,HUECHURABA,HUECHURABA,6,1,0.06046417188,0.00022485255,2321458.98423597,2.32145898423597,-70.6301001096663,-33.3830870099023,2,30.3313793383938,180,56,114,69,418,53,115,64,111,62
328,13108011001,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13108,INDEPENDENCIA,INDEPENDENCIA,1,1,0.02003874492,2.198666e-05,226892.104877765,0.226892104877765,-70.6657912739822,-33.4237153116949,7,17.6710318448483,197,51,130,75,100,68,100,64,190,75
329,13108011002,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13108,INDEPENDENCIA,INDEPENDENCIA,1,2,0.02091370253,2.284332e-05,235723.719566195,0.235723719566195,-70.663825734308,-33.4269124220058,7,55.2759636654935,166,60,128,58,156,50,125,117,151,53
330,13108011003,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13108,INDEPENDENCIA,INDEPENDENCIA,1,3,0.02396468911,2.724711e-05,281161.329366476,0.281161329366476,-70.656413657198,-33.4286979599341,6,30.4910149579312,113,52,101,52,102,79,174,83,141,75
331,13108011004,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13108,INDEPENDENCIA,INDEPENDENCIA,1,4,0.01624928624,1.517134e-05,156562.043052125,0.156562043052125,-70.6568238290575,-33.4231935528576,2,20.4610053459348,100,60,112,60,180,72,206,56,107,56
332,13108011005,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13108,INDEPENDENCIA,INDEPENDENCIA,1,5,0.02099063335,2.479897e-05,255911.611476997,0.255911611476997,-70.6599390837118,-33.4244675234271,11,22.5248208076801,132,64,166,79,232,53,110,81,361,56
333,13108021001,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13108,INDEPENDENCIA,INDEPENDENCIA,2,1,0.01966127283,1.796904e-05,185448.234415957,0.185448234415957,-70.6737789869068,-33.4161564831614,0,20.2594438759476,179,53,170,52,169,74,152,59,173,82
334,13108021002,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13108,INDEPENDENCIA,INDEPENDENCIA,2,2,0.02204422214,2.408659e-05,248578.720023231,0.24857872002323,-70.6763884854812,-33.4179943888404,0,53.113762273968,132,93,226,52,122,59,257,73,162,51
335,13108021003,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13108,INDEPENDENCIA,INDEPENDENCIA,2,3,0.03068516904,3.432832e-05,354256.83015619,0.35425683015619,-70.6708066840514,-33.4225719527951,2,48.4277138966703,138,55,179,50,274,60,155,54,117,69
336,13108021004,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13108,INDEPENDENCIA,INDEPENDENCIA,2,4,0.0231074458,2.427784e-05,250554.467971097,0.250554467971097,-70.6680469832452,-33.4173267827949,5,18.759664756207,103,61,159,66,122,73,113,56,124,73
337,13108021005,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13108,INDEPENDENCIA,INDEPENDENCIA,2,5,0.01756223935,1.775727e-05,183254.643854938,0.183254643854938,-70.665885283549,-33.4199511310159,1,20.0191270746856,197,79,175,55,100,94,241,50,157,76
338,13108031001,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13108,INDEPENDENCIA,INDEPENDENCIA,3,1,0.02679764413,4.030109e-05,415950.159878504,0.415950159878504,-70.6769633211159,-33.4108185320245,5,47.9823444757062,101,55,158,60,105,55,158,56,118,83
339,13108031002,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13108,INDEPENDENCIA,INDEPENDENCIA,3,2,0.02380882423,2.571441e-05,265390.933984258,0.265390933984258,-70.6692771896427,-33.4138120742874,3,21.2054447297897,204,74,112,86,135,72,117,76,219,69
340,13108031003,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13108,INDEPENDENCIA,INDEPENDENCIA,3,3,0.02870293709,4.062865e-05,419341.44897024,0.41934144897024,-70.6695616717937,-33.4086367703666,15,20.5842540215854,162,54,414,65,118,55,120,53,180,61
341,13108031004,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13108,INDEPENDENCIA,INDEPENDENCIA,3,4,0.0223495287,2.190878e-05,226128.818450894,0.226128818450894,-70.6740437315875,-33.4082057817685,1,19.3340969454291,126,63,165,58,113,79,139,84,124,65
342,13108031005,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13108,INDEPENDENCIA,INDEPENDENCIA,3,5,0.03213852076,4.551821e-05,469836.739961674,0.469836739961674,-70.6757871382285,-33.4033799473482,2,41.0232455326116,120,60,141,73,113,63,108,87,122,79
343,13108041001,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13108,INDEPENDENCIA,INDEPENDENCIA,4,1,0.0298602086,4.273244e-05,441081.806642668,0.441081806642668,-70.6668530391432,-33.4034327976207,1,23.8574215693914,114,60,207,94,130,134,121,55,105,51
344,13108041002,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13108,INDEPENDENCIA,INDEPENDENCIA,4,2,0.02257160629,2.693874e-05,278042.987740244,0.278042987740244,-70.6637191594918,-33.408786829725,5,17.8455488004456,104,50,188,69,117,60,266,89,106,65
345,13108051001,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13108,INDEPENDENCIA,INDEPENDENCIA,5,1,0.0235010792,1.780128e-05,183749.930584864,0.183749930584864,-70.6635345078327,-33.400491637345,3,17.5517637675043,115,54,102,90,184,58,120,68,117,53
346,13108051002,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13108,INDEPENDENCIA,INDEPENDENCIA,5,2,0.02055172054,2.430029e-05,250825.871059142,0.250825871059142,-70.6604606199216,-33.40357697323,3,20.2003086348675,109,78,172,60,123,116,224,62,144,54
347,13108051003,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13108,INDEPENDENCIA,INDEPENDENCIA,5,3,0.02307340806,2.553945e-05,263600.77383463,0.26360077383463,-70.6579717549436,-33.4087099359256,4,14.5597256908238,233,59,208,56,114,100,132,51,199,61
348,13108051004,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13108,INDEPENDENCIA,INDEPENDENCIA,5,4,0.02743626896,2.058883e-05,212501.876583159,0.212501876583158,-70.6544818959272,-33.4095278445467,0,23.3053181734173,112,92,104,58,113,139,179,55,150,53
349,13108051005,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13108,INDEPENDENCIA,INDEPENDENCIA,5,5,0.0227174572,2.502503e-05,258274.093835226,0.258274093835226,-70.655697634772,-33.4144959896474,3,14.7053020458302,165,67,104,89,185,59,105,73,121,59
350,13108061001,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13108,INDEPENDENCIA,INDEPENDENCIA,6,1,0.02676392358,4.038791e-05,416832.210438668,0.416832210438668,-70.6615426373881,-33.4137605486728,9,21.5231301865515,112,64,118,52,186,62,148,63,149,75
351,13108061002,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13108,INDEPENDENCIA,INDEPENDENCIA,6,2,0.02347357749,3.250754e-05,335481.449174181,0.335481449174181,-70.659977959379,-33.418865569017,8,17.4653892203274,209,65,162,84,162,56,149,69,188,52
352,13108071001,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13108,INDEPENDENCIA,INDEPENDENCIA,7,1,0.0220148501,2.977478e-05,307274.237641251,0.307274237641251,-70.6532031541642,-33.4202081240363,2,17.754953558954,175,60,150,52,127,51,109,68,178,76
353,13108071002,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13108,INDEPENDENCIA,INDEPENDENCIA,7,2,0.02325851319,2.300611e-05,237404.259163834,0.237404259163834,-70.6528498306039,-33.4266478184886,6,19.3077842951932,139,53,119,75,165,57,201,82,116,51
354,13109011001,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13109,LA CISTERNA,LA CISTERNA,1,1,0.02933842405,4.748872e-05,489485.266050013,0.489485266050013,-70.67412401238,-33.5256584157614,7,36.8182511094854,150,64,176,73,117,68,106,104,135,54
355,13109011002,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13109,LA CISTERNA,LA CISTERNA,1,2,0.03296564358,5.623342e-05,579581.578211287,0.579581578211287,-70.6749746598784,-33.5314209308745,10,46.6310731614489,192,53,115,51,107,65,109,84,162,97
356,13109011003,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13109,LA CISTERNA,LA CISTERNA,1,3,0.02940345216,4.784148e-05,493110.761814898,0.493110761814898,-70.6663083609307,-33.527501173959,6,24.3165160503516,108,60,112,57,159,53,113,50,619,59
357,13109011004,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13109,LA CISTERNA,LA CISTERNA,1,4,0.02960978453,4.054224e-05,417848.940868788,0.417848940868787,-70.6667682531022,-33.5331260535557,3,38.8476187529912,151,69,148,67,131,54,115,63,250,59
358,13109021001,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13109,LA CISTERNA,LA CISTERNA,2,1,0.02088069006,2.565788e-05,264502.273687972,0.264502273687972,-70.6694364548023,-33.513814804894,0,43.08409089933,244,50,159,75,132,59,151,66,146,50
359,13109021002,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13109,LA CISTERNA,LA CISTERNA,2,2,0.02840371255,4.974521e-05,512767.185102594,0.512767185102594,-70.6632631093719,-33.5216929072865,17,27.6109790096039,196,105,128,55,112,51,126,91,163,59
360,13109021003,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13109,LA CISTERNA,LA CISTERNA,2,3,0.02361206469,1.91558e-05,197464.931229143,0.197464931229143,-70.6694203589632,-33.5175722772661,0,42.2644175690295,154,81,114,50,153,50,113,56,117,53
361,13109021004,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13109,LA CISTERNA,LA CISTERNA,2,4,0.02623159808,3.833039e-05,395132.805999949,0.395132805999949,-70.6628756372911,-33.5155784414277,5,22.7815540950185,191,96,195,62,108,78,118,67,119,87
362,13109021005,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13109,LA CISTERNA,LA CISTERNA,2,5,0.02849133602,4.02953e-05,415363.735186805,0.415363735186805,-70.6710065370445,-33.5206746063469,1,47.6431795355212,117,117,122,71,101,70,104,68,179,69
363,13109031001,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13109,LA CISTERNA,LA CISTERNA,3,1,0.03558372021,5.598272e-05,577054.271611918,0.577054271611918,-70.653284734021,-33.5229171236177,7,22.8824862528265,162,51,106,64,111,60,122,87,128,63
364,13109031002,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13109,LA CISTERNA,LA CISTERNA,3,2,0.03282688026,3.788157e-05,390457.98140905,0.39045798140905,-70.6544606296361,-33.5261992888555,7,22.2947601247134,131,85,232,70,163,84,141,63,201,56
365,13109031003,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13109,LA CISTERNA,LA CISTERNA,3,3,0.03757772348,6.946837e-05,716097.808382771,0.716097808382771,-70.6519996893935,-33.5184925161578,6,21.3735424381812,110,60,115,66,108,60,122,52,123,53
366,13109041001,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13109,LA CISTERNA,LA CISTERNA,4,1,0.02987123686,5.20126e-05,536083.640754852,0.536083640754852,-70.6587144758894,-33.5306632210177,9,22.1564633443536,204,58,235,54,106,53,161,59,135,77
367,13109041002,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13109,LA CISTERNA,LA CISTERNA,4,2,0.02530559649,4.000143e-05,412284.644133425,0.412284644133425,-70.6519755038666,-33.5311268454665,5,22.459126877297,255,94,255,103,112,99,123,77,123,66
368,13109041003,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13109,LA CISTERNA,LA CISTERNA,4,3,0.02323208457,3.150177e-05,324661.784496064,0.324661784496064,-70.6600565367151,-33.5361698288764,6,46.2688446498719,100,56,208,57,102,73,181,60,155,61
369,13109041004,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13109,LA CISTERNA,LA CISTERNA,4,4,0.02244757119,3.108063e-05,320319.226530983,0.320319226530983,-70.6532930141399,-33.5367955072398,5,51.2218624830812,108,78,119,61,152,62,104,77,192,140
370,13109051001,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13109,LA CISTERNA,LA CISTERNA,5,1,0.03046966308,4.979863e-05,513203.797182304,0.513203797182304,-70.6602808729765,-33.5409150784318,6,54.4034660601468,153,58,121,69,165,136,231,57,115,54
371,13109051002,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13109,LA CISTERNA,LA CISTERNA,5,2,0.02952828796,4.217263e-05,434591.429908833,0.434591429908833,-70.661676097801,-33.5452932222654,7,22.1288957922171,356,63,101,143,115,86,116,53,164,96
372,13109051003,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13109,LA CISTERNA,LA CISTERNA,5,3,0.02677586789,3.450935e-05,355626.857022408,0.355626857022408,-70.6539522714283,-33.5438253128044,4,60.2985528722168,124,74,171,53,107,68,122,52,108,79
373,13109061001,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13109,LA CISTERNA,LA CISTERNA,6,1,0.02772397614,4.396322e-05,453091.628308385,0.453091628308385,-70.6801558101375,-33.5361326396363,4,48.2533467672007,135,50,123,51,108,52,199,81,117,54
374,13109061002,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13109,LA CISTERNA,LA CISTERNA,6,2,0.02782109606,4.407749e-05,454259.979425714,0.454259979425714,-70.6739698460056,-33.5378994094303,3,56.9101903102464,110,56,128,50,144,62,130,89,171,52
375,13109061003,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13109,LA CISTERNA,LA CISTERNA,6,3,0.02559730806,4.015542e-05,413831.418336981,0.413831418336981,-70.6679673778845,-33.5395481592503,2,45.5968970337185,133,88,129,56,147,73,130,56,174,61
376,13109061004,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13109,LA CISTERNA,LA CISTERNA,6,4,0.04157034129,3.089004e-05,318335.940413108,0.318335940413108,-70.6750483903665,-33.5419605506353,1,32.0548245129587,119,73,159,178,107,65,247,64,198,60
377,13110011001,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13110,LA FLORIDA,LA FLORIDA,1,1,0.04395497286,3.697494e-05,381159.657505934,0.381159657505934,-70.6052579911528,-33.5156384112248,6,20.051266672552,153,66,170,80,256,74,108,94,100,51
378,13110011002,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13110,LA FLORIDA,LA FLORIDA,1,2,0.02872458872,2.548205e-05,262685.513742531,0.262685513742531,-70.597619251355,-33.5151698239986,7,27.2130121933909,127,53,175,96,148,50,139,52,100,161
379,13110011003,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13110,LA FLORIDA,LA FLORIDA,1,3,0.03129072766,5.111578e-05,526956.446535363,0.526956446535363,-70.5959768475958,-33.5115952708382,8,43.727311891073,228,90,205,64,109,63,113,57,145,108
380,13110011004,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13110,LA FLORIDA,LA FLORIDA,1,4,0.02958535871,3.963162e-05,408568.180662885,0.408568180662885,-70.6054263307419,-33.5110134664033,5,20.5854775665025,166,58,100,64,212,51,184,60,155,52
381,13110011005,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13110,LA FLORIDA,LA FLORIDA,1,5,0.02314243237,2.866636e-05,295500.898498597,0.295500898498597,-70.5984039652899,-33.5182757677768,2,30.1987233272463,225,105,145,50,200,69,102,77,109,77
382,13110021001,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13110,LA FLORIDA,LA FLORIDA,2,1,0.02645464273,2.377408e-05,245082.186842909,0.245082186842909,-70.5897316959884,-33.5138544413012,0,41.8992271374355,116,107,108,58,161,113,258,56,103,53
383,13110021002,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13110,LA FLORIDA,LA FLORIDA,2,2,0.03089573628,3.39216e-05,349673.827998909,0.349673827998909,-70.5876259106095,-33.5181306780731,2,22.5613372085838,126,108,232,64,219,56,101,53,138,59
384,13110021003,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13110,LA FLORIDA,LA FLORIDA,2,3,0.01146083021,6.82869e-06,70390.172383739,0.070390172383739,-70.5887617415358,-33.5206319581842,0,18.8763369190042,164,50,101,73,100,63,110,56,167,64
385,13110021004,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13110,LA FLORIDA,LA FLORIDA,2,4,0.02087993579,2.358416e-05,243104.988558166,0.243104988558166,-70.5937904605667,-33.5208695913677,2,29.8597078560308,144,50,119,63,108,58,179,53,223,63
386,13110021005,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13110,LA FLORIDA,LA FLORIDA,2,5,0.01874423388,1.106404e-05,114054.650821965,0.114054650821965,-70.5862413915612,-33.5155143861082,0,32.4005805136238,101,56,110,70,113,56,102,79,130,128
387,13110021006,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13110,LA FLORIDA,LA FLORIDA,2,6,0.02860332693,2.520631e-05,259824.529113194,0.259824529113194,-70.5839090364453,-33.52131768893,3,25.4266595444876,147,57,114,100,127,70,122,80,109,61
388,13110031001,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13110,LA FLORIDA,LA FLORIDA,3,1,0.02842727748,4.580457e-05,472126.978489287,0.472126978489287,-70.5931436660139,-33.5254612228563,3,23.1166310774327,147,81,159,52,136,90,138,51,194,69
389,13110031002,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13110,LA FLORIDA,LA FLORIDA,3,2,0.0236868497,1.754782e-05,180870.336230212,0.180870336230212,-70.5814690386558,-33.5266516450488,3,18.5552105827329,114,54,142,54,167,59,213,58,120,54
390,13110031003,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13110,LA FLORIDA,LA FLORIDA,3,3,0.02446062609,2.898778e-05,298771.702350693,0.298771702350693,-70.5827894280628,-33.5305640319656,0,19.164013087102,147,65,118,58,125,96,323,80,193,60
391,13110031004,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13110,LA FLORIDA,LA FLORIDA,3,4,0.02706950642,3.849641e-05,396775.884146232,0.396775884146232,-70.5905146512817,-33.5304347357124,6,17.7893814261789,118,62,166,71,105,65,109,60,134,50
392,13110031005,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13110,LA FLORIDA,LA FLORIDA,3,5,0.02341569276,3.126294e-05,322240.812818219,0.322240812818218,-70.5863238031373,-33.5253542182081,4,17.3751246013327,127,132,158,51,142,99,154,51,122,66
393,13110031006,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13110,LA FLORIDA,LA FLORIDA,3,6,0.02095613995,2.17293e-05,223973.280257931,0.223973280257931,-70.579330441861,-33.5253535171968,3,28.6069977630935,109,60,183,75,131,85,175,74,204,68
394,13110031007,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13110,LA FLORIDA,LA FLORIDA,3,7,0.01412022221,1.137053e-05,117193.858938659,0.117193858938659,-70.5772094678091,-33.5306239005615,2,23.0189759090525,102,71,105,89,238,57,175,94,111,68
395,13110041001,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13110,LA FLORIDA,LA FLORIDA,4,1,0.04581049665,6.409271e-05,660563.998734391,0.660563998734391,-70.5834433648352,-33.5342017403338,6,20.1040783462907,111,62,115,58,217,67,156,85,146,51
396,13110041002,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13110,LA FLORIDA,LA FLORIDA,4,2,0.04735620102,7.323853e-05,754793.15015175,0.75479315015175,-70.5823814075925,-33.5377719584645,10,22.1538221757876,100,62,117,50,117,75,160,50,112,144
397,13110051001,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13110,LA FLORIDA,LA FLORIDA,5,1,0.0351215077,4.362701e-05,449751.697137953,0.449751697137953,-70.5808230742849,-33.5121233882706,0,28.1780416235856,112,56,269,51,115,77,201,89,110,57
398,13110051002,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13110,LA FLORIDA,LA FLORIDA,5,2,0.01893803535,2.157669e-05,222429.800616401,0.222429800616401,-70.5732946904247,-33.5138901932105,0,27.795074737063,172,59,166,88,112,73,129,142,165,63
399,13110051003,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13110,LA FLORIDA,LA FLORIDA,5,3,0.01898429267,2.150551e-05,221695.43212466,0.22169543212466,-70.5695098000148,-33.5141428943922,0,25.8968159061699,143,57,140,62,112,75,203,50,136,90
400,13110051004,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13110,LA FLORIDA,LA FLORIDA,5,4,0.02264462785,2.710648e-05,279437.534039596,0.279437534039596,-70.5634557977165,-33.513229538115,0,26.3249667864162,140,72,239,70,142,74,144,58,177,54
401,13110051005,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13110,LA FLORIDA,LA FLORIDA,5,5,0.023649597,2.019162e-05,208146.153827286,0.208146153827286,-70.5634946254789,-33.5160848783935,0,21.1476397011003,149,87,120,85,251,53,154,59,171,56
402,13110061001,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13110,LA FLORIDA,LA FLORIDA,6,1,0.01932810191,1.516097e-05,156281.696803001,0.156281696803001,-70.579568602055,-33.519268489893,1,30.0363154820022,106,58,101,71,177,79,167,52,106,54
403,13110061002,13,REGIÓN METROPOLITANA DE SANTIAGO,131,SANTIAGO,13110,LA FLORIDA,LA FLORIDA,6,2,0.02469624438,3.037906e-05,313157.024992351,0.313157024992351,-70.5768729501598,-33.5179527247914,1,21.6039817211572,174,66,116,54,128,70,124,84,158,51
